left_target_attribute,right_target_attribute,left_instance_attribute,right_instance_attribute,left_instance_value,right_instance_value,label
image_resolution,image_resolution,www.shopmania.in//1150//image resolutions,www.wexphotographic.com//571//resolution,2992x2000 / 4496x3000 / 6000x4000,4608 x 3456,1
image_resolution,image_resolution,www.priceme.co.nz//55//max image resolution,www.ebay.com//59327//megapixels,4608x3456,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//47422//megapixels,www.garricks.com.au//121//resolution,8.0 mp,10.1mp,1
image_resolution,image_resolution,www.ebay.com//24299//megapixels,www.shopmania.in//1547//image resolutions,12.1 mp,480x480 / 640x480 / 1536x1536 / 1600x1200 / 1920x1080 / 1920x1920 / 2048x1360 / 2048x1536 / 2112x1408 / 2208x1248 / 2304x2304 / 2560x1920 / 2656x1768 / 2736x2736 / 2784x1568 / 3072x2304 / 3168x2112 / 3328x1872 / 3648x2736 / 3776x2520 / 3968x2232,1
image_resolution,image_resolution,buy.net//5842//effective megapixels,www.garricks.com.au//136//resolution,16000000 pixels,24.2mp,1
image_resolution,image_resolution,www.ebay.com//55723//megapixels,www.buzzillions.com//1835//megapixels,18.2 mp,10.0,1
image_resolution,image_resolution,www.pricedekho.com//1233//other resolution,www.mypriceindia.com//63//camera resolution,na,37 mp,1
image_resolution,image_resolution,www.ebay.com//55485//megapixels,www.ebay.com//45242//megapixels,16.2 mp,10.2 mp,1
image_resolution,image_resolution,www.ebay.com//54787//megapixels,www.ebay.com//43932//megapixels,12.1 mp,7.1 mp,1
image_resolution,image_resolution,www.ebay.com//54254//megapixels,www.ebay.com//59054//megapixels,16.2 mp,24.2 mp,1
image_resolution,image_resolution,www.mypriceindia.com//128//camera resolution,www.ebay.com//46135//megapixels,16 mp,18.2 mp,1
image_resolution,image_resolution,www.ebay.com//56173//megapixels,www.cambuy.com.au//144//number of effective pixels,16.0 mp,16.1 million,1
image_resolution,image_resolution,www.ebay.com//59020//megapixels,www.ebay.com//44608//megapixels,14.3 mp,5.0 mp,1
image_resolution,image_resolution,www.ebay.com//43720//megapixels,www.ebay.com//47852//megapixels,24.2 mp,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//46040//megapixels,www.shopmania.in//1376//image resolutions,14.2 mp,1280x720 / 1920x1080 / 1936x1296 / 2896x1944 / 3840x2160 / 3872x2592,1
image_resolution,image_resolution,www.shopmania.in//1461//image resolutions,www.buzzillions.com//2021//camera pixel count,1664x1664 / 2304x2304 / 2496x1408 / 2496x1664 / 3264x3264 / 3456x1944 / 3456x2304 / 4896x2760,12 megapixel,1
image_resolution,image_resolution,www.ebay.com//43191//megapixels,www.ebay.com//46759//megapixels,36.3 mp,16.3 mp,1
image_resolution,image_resolution,www.mypriceindia.com//178//camera resolution,www.ebay.com//45206//megapixels,17.0 mp,12.1 mp,1
image_resolution,image_resolution,www.ebay.com//47060//megapixels,www.shopmania.in//965//image resolutions,10.0 mp,2304x1536 / 3456x2304 / 4608x2592 / 4608x3072 / 4800x1536,1
image_resolution,image_resolution,www.ebay.com//57317//megapixels,www.ukdigitalcameras.co.uk//34//camera resolution,18.0 mp,10.1 megapixels,1
image_resolution,image_resolution,buy.net//4319//total pixels,www.ebay.com//55746//megapixels,24.78 megapixel,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//59411//megapixels,www.ebay.com//59499//megapixels,14.2 mp,14.0 mp,1
image_resolution,image_resolution,www.ebay.com//44734//megapixels,www.ebay.com//60508//megapixels,36.3 mp,18.0 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//732//total pixels,www.ebay.com//48113//megapixels,25 megapixels,14.0 mp,1
image_resolution,image_resolution,www.ilgs.net//102//megapixel,www.eglobalcentral.co.uk//138//max resolution,16.2 mp,6016 x 4000,1
image_resolution,image_resolution,www.ebay.com//43713//megapixels,www.shopmania.in//1687//resolution,12.3 mp,13 mp (more than 66%),1
image_resolution,image_resolution,www.ukdigitalcameras.co.uk//250//camera resolution,www.buzzillions.com//2750//megapixels,12.8 megapixels,10.0,1
image_resolution,image_resolution,www.ebay.com//45461//megapixels,www.shopbot.com.au//331//sensor resolution,16.2 mp,"12,3 mpx",1
image_resolution,image_resolution,buy.net//5966//total pixels,www.eglobalcentral.co.uk//34//max resolution,16760000 pixels,4608 x 3456,1
image_resolution,image_resolution,www.ebay.com//54787//megapixels,www.ebay.com//54351//megapixels,12.1 mp,12.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2382//max image resolution,www.cambuy.com.au//103//total pixels,4608x3072,approx. 18.7 megapixels,1
image_resolution,image_resolution,www.ebay.com//43598//megapixels,www.ebay.com//43303//megapixels,14.0 mp,12.2 mp,1
image_resolution,image_resolution,www.ilgs.net//33//megapixel,www.buzzillions.com//1804//resolution,18 mp,10megapixel,1
image_resolution,image_resolution,www.ebay.com//54351//megapixels,www.henrys.com//64//effective pixels,12.3 mp,20.2mp,1
image_resolution,image_resolution,buy.net//6555//effective megapixels,www.mypriceindia.com//57//max resolution,16300000 pixels,5184 x 3456 pixels,1
image_resolution,image_resolution,www.ebay.com//58855//megapixels,www.ebay.com//47503//megapixels,36.3 mp,18.0 mp,1
image_resolution,image_resolution,www.shopmania.in//1066//image resolutions,www.buzzillions.com//2027//megapixels,640x480 / 1920x1080 / 2464x1632 / 3264x2448 / 3696x2448 / 4000x2248 / 4928x3264,16,1
image_resolution,image_resolution,www.mypriceindia.com//142//camera resolution,www.garricks.com.au//103//resolution,20.1 mp,24.3,1
image_resolution,image_resolution,www.ebay.com//42068//megapixels,www.buzzillions.com//1778//megapixels,22.3 mp,12.1 16,1
image_resolution,image_resolution,www.ebay.com//44296//megapixels,www.ebay.com//52649//megapixels,36.3 mp,16.1mp,1
image_resolution,image_resolution,www.priceme.co.nz//1727//max image resolution,www.eglobalcentral.co.uk//335//effective pixels,6000x4000,16 megapixels,1
image_resolution,image_resolution,www.ukdigitalcameras.co.uk//240//camera resolution,www.mypriceindia.com//771//max resolution,24.2 megapixels,4608 x 3456 pixels,1
image_resolution,image_resolution,www.mypriceindia.com//98//camera resolution,www.garricks.com.au//49//resolution,12.1 mp,22.3mp,1
image_resolution,image_resolution,buy.net//5368//total pixels,www.pcconnection.com//12175//megapixels,24700000 pixels,12.2 megapixel(s),1
image_resolution,image_resolution,www.pricedekho.com//1083//optical sensor resolution in megapixel,www.eglobalcentral.co.uk//643//max resolution,,6000 x 4000,1
image_resolution,image_resolution,www.ebay.com//24109//megapixels,www.buzzillions.com//2021//resolution,16.0 mp,12.1 megapixel,1
image_resolution,image_resolution,www.mypriceindia.com//48//camera resolution,www.eglobalcentral.co.uk//131//effective pixels,16.3 mp,approx. 24.16 megapixels,1
image_resolution,image_resolution,buy.net//5803//effective megapixels,www.priceme.co.nz//1712//max image resolution,14.2 megapixel,7360x4912,1
image_resolution,image_resolution,www.priceme.co.nz//1682//max image resolution,www.wexphotographic.com//615//megapixels,4608x3456,16.0,1
image_resolution,image_resolution,www.ebay.com//48524//megapixels,www.ilgs.net//134//megapixel,14.2 mp,18 mp 18,1
image_resolution,image_resolution,buy.net//6425//total pixels,www.ebay.com//58622//megapixels,24700000 pixels,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//53140//megapixels,www.shopbot.com.au//1415//sensor resolution,22.3 mp,18 mpx,1
image_resolution,image_resolution,buy.net//5641//effective megapixels,www.ebay.com//46448//megapixels,16.2 megapixel,16.3 mp,1
image_resolution,image_resolution,www.ebay.com//46983//megapixels,www.shopmania.in//1107//resolution,12.3 mp,16 mp (more than 78%),1
image_resolution,image_resolution,www.pricedekho.com//1233//optical sensor resolution in megapixel,www.ebay.com//56901//megapixels,24.2 mp,14.2 mp,1
image_resolution,image_resolution,buy.net//6201//effective megapixels,www.ebay.com//48575//megapixels,12.3 megapixel,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//54577//megapixels,www.garricks.com.au//49//resolution,8.0 mp,22.3mp,1
image_resolution,image_resolution,www.ebay.com//45726//megapixels,www.eglobalcentral.co.uk//102//max resolution,1.6 mp,4000 x 3000,1
image_resolution,image_resolution,www.cambuy.com.au//114//image size pixels,www.mypriceindia.com//686//max resolution,"fx (36 x 24) image area, (l)7360, x4912, (m)5520, x3680, (s)3680, x2456, 1.2x (30 x 20) image area, (l)6144, x4080, (m)4608, x3056, (s)3072, x2040, dx (24 x 16) image area, (l)4800, x3200, (m)3600, x2400, (s)2400, x1600, 5 : 4 (30 x 24) image area (l) 6144 x 4912 (m) 4608 x 3680 (s) 3072 x 2456 fx-format photographs taken in movie live view (l) 6720 x 3776 (m) 5040 x 2832 (s) 3360 x 1888 dx-format photographs taken in movie live view (l) 4800 x 2704 (m) 3600 x 2024 (s) 2400 x 1352 note: photographs taken in movie live view have an aspect ratio of 16 : 9. a dx-based format is used for photographs taken using the dx (24 x 16) 1.5x image area; an fx-based format is used for all other photographs.",4928 x 3264 pixels,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//196//effective pixels,www.henrys.com//24//effective pixels,16 megapixels,16.0mp,1
image_resolution,image_resolution,www.ebay.com//45318//megapixels,www.ebay.com//42948//megapixels,14.3 mp,24.2 mp,1
image_resolution,image_resolution,www.mypriceindia.com//83//camera resolution,www.ebay.com//55534//megapixels,14.0 mp,10.2 mp,1
image_resolution,image_resolution,cammarkt.com//50//camera resolution,www.shopbot.com.au//1513//sensor resolution,"2592 x 1728
1920 x 1280
3888 x 2592
3456 x 2304
5184 x 3456
18 megapixel
the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels â and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.","22,3 mpx",1
image_resolution,image_resolution,www.shopmania.in//1135//image resolutions,www.wexphotographic.com//586//megapixels,1024x768 / 2560x1920 / 4608x3456,13.2,1
image_resolution,image_resolution,www.ebay.com//52734//megapixels,www.ebay.com//60585//megapixels,12.3 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//48597//megapixels,www.ebay.com//54836//megapixels,36.3 mp,12.1 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2186//max image resolution,www.ebay.com//48179//megapixels,5456x3632,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//60580//megapixels,www.mypriceindia.com//191//max resolution,16.0 mp,5184 x 3456 pixels,1
image_resolution,image_resolution,www.shopmania.in//1066//resolution,www.wexphotographic.com//612//resolution,16.2 mp (more than 88%),4160 x 3120,1
image_resolution,image_resolution,www.camerafarm.com.au//740//effective pixels,www.ebay.com//24924//megapixels,14.2 million,16.3 mp,1
image_resolution,image_resolution,cammarkt.com//32//megapixels,www.ebay.com//59068//megapixels,24.2 mp,12.1 mp,1
image_resolution,image_resolution,cammarkt.com//78//resolution,www.eglobalcentral.co.uk//393//effective pixels,19 megapixel,16 megapixels,1
image_resolution,image_resolution,www.ebay.com//45749//megapixels,www.eglobalcentral.co.uk//645//max resolution,10.2 mp,16.1mp: 4608 x 3456,1
image_resolution,image_resolution,www.ebay.com//24741//megapixels,www.shopmania.in//1019//image resolutions,20.1 mp,480x480 / 640x360 / 640x424 / 640x480 / 1200x1200 / 1600x1200 / 2112x2112 / 2816x1584 / 2816x1880 / 2816x2112 / 2992x2992 / 3968x2976 / 4000x2248 / 4000x2664 / 4000x3000,1
image_resolution,image_resolution,www.shopbot.com.au//1523//sensor resolution,www.shopbot.com.au//1217//sensor resolution,12 mpx,"24,2 mpx",1
image_resolution,image_resolution,www.eglobalcentral.co.uk//711//effective pixels,www.ebay.com//44354//megapixels,12.1m,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//45804//megapixels,www.buzzillions.com//1864//megapixels,12.1 mp,16,1
image_resolution,image_resolution,www.ebay.com//47283//megapixels,www.ebay.com//47448//megapixels,24.3 mp,24.2 mp,1
image_resolution,image_resolution,cammarkt.com//29//image resolutions,www.shopmania.in//1547//resolution,720 x 480,10.1 mp,1
image_resolution,image_resolution,www.ebay.com//56394//megapixels,www.ebay.com//47653//megapixels,16.0 mp,24.3 mp,1
image_resolution,image_resolution,www.ebay.com//42634//megapixels,www.shopmania.in//1341//image resolutions,12.1 mp,640x480 / 1536x1536 / 1920x1080 / 2048x1360 / 2048x1536 / 2112x2112 / 2816x1584 / 2816x1864 / 2816x2112 / 2992x2992 / 3072x1728 / 3072x2304 / 4000x2248 / 4000x2664 / 4000x3000 / 4288x2416 / 4288x2848 / 4288x2864 / 4288x3216,1
image_resolution,image_resolution,www.henrys.com//188//effective pixels,www.henrys.com//160//effective pixels,18mp,13.2mp,1
image_resolution,image_resolution,www.camerafarm.com.au//835//effective pixels,www.eglobalcentral.co.uk//732//max resolution,10.1 million,6000 x 4000,1
image_resolution,image_resolution,www.camerafarm.com.au//754//effective pixels,www.shopmania.in//1069//image resolutions,16.2 million,3008x2000 / 4512x3000,1
image_resolution,image_resolution,www.mypriceindia.com//161//camera resolution,www.ebay.com//56528//megapixels,13.0 mp,18.0 mp,1
image_resolution,image_resolution,www.mypriceindia.com//42//camera resolution,www.eglobalcentral.co.uk//544//max resolution,15 mp,6000 x 4000,1
image_resolution,image_resolution,www.pricedekho.com//983//optical sensor resolution in megapixel,www.ebay.com//46151//megapixels,,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//24961//megapixels,www.ebay.com//55879//megapixels,22.3 mp,16.2 mp,1
image_resolution,image_resolution,www.camerafarm.com.au//769//effective pixels,www.ebay.com//45013//megapixels,14.2 million,16.0 mp,1
image_resolution,image_resolution,www.ebay.com//47448//megapixels,www.ebay.com//44653//megapixels,24.2 mp,24.3 mp,1
image_resolution,image_resolution,cammarkt.com//83//resolution,www.shopmania.in//906//image resolutions,"14.2 megapixel
there are several different types of digital cameras. compact and ultra-compact are light, pocket-sized cameras that are easy to carry, usually with a built-in lens. standard point-and-shoot cameras are of medium size, usually come with a built-in lens, and have basic features that are useful for the casual photographer. slr/professional cameras are usually larger, but offer more advanced features and detachable lenses for the photography enthusiast or professional.",1968x1312 / 3008x1688 / 3008x2000 / 3936x2216 / 3936x2624 / 6000x3376 / 6000x4000,1
image_resolution,image_resolution,www.ebay.com//43179//megapixels,www.ilgs.net//47//megapixel,3.2 mp,18 mp 18,1
image_resolution,image_resolution,buy.net//6536//effective megapixels,buy.net//6003//total pixels,24.3 megapixel,12000000,1
image_resolution,image_resolution,www.ebay.com//52739//megapixels,www.ebay.com//60079//megapixels,22.3 mp,7.1 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2356//max image resolution,www.eglobalcentral.co.uk//135//total pixels,5760x3840,25 megapixels,1
image_resolution,image_resolution,www.ebay.com//60789//megapixels,www.gosale.com//1378//megapixel range,16.3 mp,10.0 - 10.9 megapixels,1
image_resolution,image_resolution,www.ebay.com//44904//megapixels,www.ebay.com//44472//megapixels,14.2 mp,16.1 mp,1
image_resolution,image_resolution,buy.net//4309//total pixels,www.cambuy.com.au//14//effective pixels,16760000 pixels,24.2 million,1
image_resolution,image_resolution,buy.net//4319//effective megapixels,www.mypriceindia.com//56//max resolution,24.2 megapixel,4608 x 2592 pixels,1
image_resolution,image_resolution,www.priceme.co.nz//1735//max image resolution,www.shopmania.in//950//resolution,6000x4000,24.2 mp (more than 98%),1
image_resolution,image_resolution,www.ebay.com//47191//megapixels,www.ebay.com//54119//megapixels,12.3 mp,12.3 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//667//effective pixels,www.ebay.com//52843//megapixels,approx. 24.16 megapixels,14.5 mp,1
image_resolution,image_resolution,www.camerafarm.com.au//777//effective pixels,www.pcconnection.com//12396//megapixels,14.2 million,16.1 megapixel(s),1
image_resolution,image_resolution,www.buzzillions.com//2573//camera pixel count,www.wexphotographic.com//193//resolution,14 megapixel,4000 x 3000,1
image_resolution,image_resolution,www.ebay.com//46357//megapixels,www.flipkart.com//2240//optical sensor resolution in megapixel,14.3 mp,18 megapixels,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//608//total pixels,www.ebay.com//54831//megapixels,19 megapixels,24.3 mp,1
image_resolution,image_resolution,www.ebay.com//47338//megapixels,www.ebay.com//53123//megapixels,20.1 mp,12.1,1
image_resolution,image_resolution,www.priceme.co.nz//1958//max image resolution,www.ebay.com//59779//megapixels,4608x3456,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//60265//megapixels,www.ebay.com//60143//megapixels,12.1 mp,12.1 mp,1
image_resolution,image_resolution,www.pricedekho.com//1000//pixels,www.ebay.com//58622//megapixels,"optical sensor resolution (in megapixel)
22.3 mp",16.1 mp,1
image_resolution,image_resolution,www.ebay.com//42902//megapixels,www.ukdigitalcameras.co.uk//235//camera resolution,5.0 mp,16 megapixels,1
image_resolution,image_resolution,www.price-hunt.com//9646//optical sensor resolution in megapixel,www.garricks.com.au//108//resolution,24.2 megapixels,24.2mp,1
image_resolution,image_resolution,www.camerafarm.com.au//769//effective pixels,www.priceme.co.nz//2382//max image resolution,14.2 million,4608x3072,1
image_resolution,image_resolution,buy.net//6783//effective megapixels,www.mypriceindia.com//747//camera resolution,20.1 pixels,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//46187//megapixels,www.cambuy.com.au//60//image size pixels,16.3 mp,6000 x 4000 (large) 4496 x 3000 (medium) 2992 x 2000 (small),1
image_resolution,image_resolution,www.ebay.com//48062//megapixels,www.ebay.com//55030//megapixels,14.0 mp,24.3 mp,1
image_resolution,image_resolution,www.shopmania.in//1721//image resolutions,www.eglobalcentral.co.uk//537//max resolution,2992x2000 / 4496x3000 / 6000x4000,4928 x 3264,1
image_resolution,image_resolution,www.ebay.com//54243//megapixels,www.ebay.com//60741//megapixels,22.3 mp,18.0 mp,1
image_resolution,image_resolution,www.ebay.com//45750//megapixels,www.ebay.com//44902//megapixels,24.2 mp,18.2 mp,1
image_resolution,image_resolution,www.ebay.com//46356//megapixels,www.ebay.com//46511//megapixels,12.0 mp,18.2 mp,1
image_resolution,image_resolution,www.ebay.com//56629//megapixels,www.buzzillions.com//1804//megapixels,12.3 mp,10.0,1
image_resolution,image_resolution,www.ebay.com//44206//megapixels,www.ebay.com//45259//megapixels,14.2 mp,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//55320//megapixels,www.ebay.com//43922//megapixels,16.1,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//53506//megapixels,www.ebay.com//60549//megapixels,7.1 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//55516//megapixels,www.cambuy.com.au//54//total pixels,24.0 mp,24.78 million,1
image_resolution,image_resolution,cammarkt.com//325//camera resolution,www.eglobalcentral.co.uk//89//max resolution,"4928 x 3264
3696 x 2448
16.2 megapixel
the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels â and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.",6000 x 4000,1
image_resolution,image_resolution,www.ebay.com//43801//megapixels,www.ebay.com//57076//megapixels,18.2 mp,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//41910//megapixels,www.garricks.com.au//115//resolution,12.2 mp,24.2mp,1
image_resolution,image_resolution,www.ebay.com//60641//megapixels,www.ebay.com//24404//megapixels,3.2 mp,14.0 mp,1
image_resolution,image_resolution,www.price-hunt.com//747//optical sensor resolution in megapixel,www.ebay.com//44526//megapixels,14.3 megapixels,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//44904//megapixels,www.wexphotographic.com//551//megapixels,14.2 mp,18.0,1
image_resolution,image_resolution,www.ebay.com//60196//megapixels,www.ebay.com//55893//megapixels,14.3,16.0 mp,1
image_resolution,image_resolution,www.price-hunt.com//883//optical sensor resolution in megapixel,www.ebay.com//48010//megapixels,22.30 megapixels,14.2 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2349//max image resolution,www.pcconnection.com//12404//megapixels,5184x3456,20.1 megapixel(s),1
image_resolution,image_resolution,www.camerafarm.com.au//769//total pixels,buy.net//6408//total pixels,15.13 million,20400000 pixels,1
image_resolution,image_resolution,www.pricedekho.com//1230//other resolution,www.ebay.com//42039//megapixels,na,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//55455//megapixels,www.ebay.com//44230//megapixels,12.1 mp,18.0 mp,1
image_resolution,image_resolution,www.ebay.com//44667//megapixels,www.wexphotographic.com//615//megapixels,12.3 mp,16.0,1
image_resolution,image_resolution,www.priceme.co.nz//2308//max image resolution,www.ebay.com//56864//megapixels,5456x3632,18.2 mp,1
image_resolution,image_resolution,www.ebay.com//59174//megapixels,www.ukdigitalcameras.co.uk//178//camera resolution,12.3 mp,16.2 megapixels,1
image_resolution,image_resolution,www.ebay.com//47447//megapixels,www.ebay.com//55745//megapixels,24.1,10.2 mp,1
image_resolution,image_resolution,www.ebay.com//46788//megapixels,www.shopmania.in//906//image resolutions,36.3 mp,1968x1312 / 3008x1688 / 3008x2000 / 3936x2216 / 3936x2624 / 6000x3376 / 6000x4000,1
image_resolution,image_resolution,www.ebay.com//55277//megapixels,www.buzzillions.com//2163//still image resolution max,10.2 mp,4288 x 2848,1
image_resolution,image_resolution,buy.net//5803//effective megapixels,www.ebay.com//46105//megapixels,14.2 megapixel,10.0 mp,1
image_resolution,image_resolution,buy.net//6051//total pixels,www.gosale.com//888//megapixel range,20400000 pixels,10.0 - 10.9 megapixels,1
image_resolution,image_resolution,www.priceme.co.nz//1682//max image resolution,www.ebay.com//44647//megapixels,4608x3456,12.3 mp,1
image_resolution,image_resolution,www.price-hunt.com//9788//optical sensor resolution in megapixel,www.eglobalcentral.co.uk//681//max resolution,18.0 megapixels,5184 x 3456,1
image_resolution,image_resolution,www.priceme.co.nz//39//max image resolution,www.ebay.com//43598//megapixels,6000x4000,14.0 mp,1
image_resolution,image_resolution,www.ebay.com//54634//megapixels,www.shopmania.in//1183//image resolutions,16.0 mp,640x480 / 720x480 / 1920x1080 / 1920x1280 / 2880x1920 / 3840x2560 / 5616x3744 / 5760x3840,1
image_resolution,image_resolution,www.wexphotographic.com//618//megapixels,www.eglobalcentral.co.uk//474//max resolution,10.1,6000 x 4000,1
image_resolution,image_resolution,www.priceme.co.nz//1885//max image resolution,www.eglobalcentral.co.uk//147//max resolution,3872x2592,5184 x 3456,1
image_resolution,image_resolution,www.mypriceindia.com//98//camera resolution,www.ebay.com//43958//megapixels,12.1 mp,12.1 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2051//max image resolution,www.ebay.com//48364//megapixels,4896x3264,16.2 mp,1
image_resolution,image_resolution,www.buzzillions.com//1985//megapixels,www.cambuy.com.au//103//effective pixels,12.1,approx. 18.0 megapixels,1
image_resolution,image_resolution,buy.net//6507//total pixels,www.ebay.com//55770//megapixels,24700000 pixels,18.0 mp,1
image_resolution,image_resolution,www.ebay.com//45198//megapixels,www.wexphotographic.com//586//resolution,36.3 mp,4160 x 3120,1
image_resolution,image_resolution,www.garricks.com.au//71//resolution,www.wexphotographic.com//213//resolution,16.1mp,4608 x 2592,1
image_resolution,image_resolution,www.camerafarm.com.au//754//total pixels,www.ebay.com//54693//megapixels,16.9 million,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//59674//megapixels,www.ebay.com//45589//megapixels,14.0 mp,12.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2374//max image resolution,www.wexphotographic.com//208//resolution,4160x3120,4608 x 3456,1
image_resolution,image_resolution,www.ebay.com//48493//megapixels,www.pcconnection.com//12439//megapixels,24.2 mp,24.3 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//24979//megapixels,www.ebay.com//55904//megapixels,16.0 mp,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//57317//megapixels,www.ukdigitalcameras.co.uk//288//camera resolution,18.0 mp,12 megapixels,1
image_resolution,image_resolution,www.shopmania.in//861//image resolutions,www.shopmania.in//1188//image resolutions,480x480 / 640x480 / 720x400 / 720x480 / 1280x1280 / 1696x1280 / 1728x1728 / 1920x1080 / 1920x1280 / 2048x1360 / 2304x1728 / 2304x2304 / 2592x1456 / 2592x1728 / 3072x2304 / 3456x1944 / 3456x2304 / 3456x3456 / 3888x2592 / 4608x3456 / 5184x2912 / 5184x3456,1280x720 / 1920x1080 / 1936x1296 / 2896x1944 / 3840x2160 / 3872x2592,1
image_resolution,image_resolution,www.pricedekho.com//1022//pixels,www.ebay.com//57931//megapixels,"optical sensor resolution (in megapixel)
36.3 mp",12.1 mp,1
image_resolution,image_resolution,www.ebay.com//43998//megapixels,www.ebay.com//58455//megapixels,24.0 mp,16.0 mp,1
image_resolution,image_resolution,www.ebay.com//44457//megapixels,www.ebay.com//25119//megapixels,16.2 mp,18.0 mp,1
image_resolution,image_resolution,www.shopmania.in//1019//resolution,www.wexphotographic.com//589//megapixels,12 mp (more than 51%),16.0,1
image_resolution,image_resolution,www.priceme.co.nz//2093//max image resolution,www.ebay.com//45701//megapixels,5456x3632,8.0 mp,1
image_resolution,image_resolution,www.priceme.co.nz//67//max image resolution,www.ebay.com//45599//megapixels,6000x4000,36.3 mp,1
image_resolution,image_resolution,buy.net//5641//effective megapixels,www.ilgs.net//25//megapixel,16.2 megapixel,16 mp,1
image_resolution,image_resolution,www.ebay.com//24299//megapixels,www.buzzillions.com//649//megapixels,12.1 mp,21.10,1
image_resolution,image_resolution,www.pricedekho.com//1051//optical sensor resolution in megapixel,www.ebay.com//44608//megapixels,,5.0 mp,1
image_resolution,image_resolution,www.ebay.com//45153//megapixels,www.ebay.com//42860//megapixels,16.0 mp,18.0 mp,1
image_resolution,image_resolution,buy.net//4319//effective megapixels,www.priceme.co.nz//1746//max image resolution,24.2 megapixel,4288x2848,1
image_resolution,image_resolution,www.ebay.com//55723//megapixels,www.ebay.com//55030//megapixels,18.2 mp,24.3 mp,1
image_resolution,image_resolution,www.ilgs.net//142//megapixel,www.cambuy.com.au//54//total pixels,approx. 18.2 mp,24.78 million,1
image_resolution,image_resolution,www.priceme.co.nz//100//max image resolution,www.eglobalcentral.co.uk//587//max resolution,4608x3456,4928 x 3264,1
image_resolution,image_resolution,www.ebay.com//45312//megapixels,www.ebay.com//48323//megapixels,12.1 mp,16.0 mp,1
image_resolution,image_resolution,www.mypriceindia.com//46//camera resolution,www.ebay.com//57488//megapixels,16 mp,"12.1 12.1 mp
model:
sx510 hs",1
image_resolution,image_resolution,www.priceme.co.nz//2232//max image resolution,www.ebay.com//59887//megapixels,4896x3264,10.0 mp,1
image_resolution,image_resolution,www.ebay.com//59967//megapixels,www.ebay.com//25151//megapixels,8.0 mp,12.0 mp,1
image_resolution,image_resolution,www.ebay.com//47328//megapixels,www.ebay.com//53622//megapixels,24.0 mp,16.0 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//380//total pixels,www.ebay.com//43064//megapixels,24 megapixels,24.2 mp,1
image_resolution,image_resolution,buy.net//4312//effective megapixels,www.ebay.com//45883//megapixels,16.3 megapixel,36.3 mp,1
image_resolution,image_resolution,www.ebay.com//42607//megapixels,www.shopmania.in//965//resolution,24.2 mp,14.2 mp (more than 75%),1
image_resolution,image_resolution,www.mypriceindia.com//585//camera resolution,www.ukdigitalcameras.co.uk//291//camera resolution,25.0 mp,16 megapixels,1
