left_target_attribute,right_target_attribute,left_instance_attribute,right_instance_attribute,left_instance_value,right_instance_value,label
image_resolution,image_resolution,www.ebay.com//45577//megapixels,www.buzzillions.com//2723//effective megapixel count,14.0 mp,16.0,1
image_resolution,image_resolution,www.camerafarm.com.au//832//total pixels,www.ebay.com//41907//megapixels,12 million,16.0 mp,1
image_resolution,image_resolution,www.ebay.com//56110//megapixels,www.mypriceindia.com//713//max resolution,18.0 mp,4610 x 3120 pixels,1
image_resolution,image_resolution,www.ebay.com//54115//megapixels,www.garricks.com.au//121//resolution,21.1 18.0,10.1mp,1
image_resolution,image_resolution,www.ebay.com//56960//megapixels,www.ebay.com//60449//megapixels,18.0 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//47852//megapixels,www.ebay.com//55163//megapixels,16.2 mp,36.3 mp,1
image_resolution,image_resolution,www.ebay.com//24924//megapixels,www.ebay.com//43484//megapixels,16.3 mp,14.2 mp,1
image_resolution,image_resolution,cammarkt.com//413//image resolutions,www.ebay.com//44044//megapixels,3504 x 2336,10.2 mp,1
image_resolution,image_resolution,buy.net//5381//total pixels,www.ebay.com//44934//megapixels,15100000,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//59499//megapixels,www.ebay.com//42462//megapixels,14.0 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//53059//megapixels,www.shopmania.in//1527//resolution,36.3 mp,12 mp (more than 51%),1
image_resolution,image_resolution,www.ebay.com//48402//megapixels,www.ebay.com//53055//megapixels,24.2,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//60011//megapixels,www.pcconnection.com//4474//megapixels,36.3 mp,16.1 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//60699//megapixels,www.ebay.com//24735//megapixels,10.1 mp,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//55775//megapixels,www.flipkart.com//2176//optical sensor resolution in megapixel,14.2mp,18 megapixels,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//395//effective pixels,www.shopbot.com.au//222//sensor resolution,approx. 24.26 megapixels,"12,1 mpx",1
image_resolution,image_resolution,www.ebay.com//44285//megapixels,www.shopmania.in//1066//resolution,18.0 mp,16.2 mp (more than 88%),1
image_resolution,image_resolution,www.ebay.com//45102//megapixels,www.shopbot.com.au//1482//sensor resolution,16.2 mp,"24,2 mpx",1
image_resolution,image_resolution,www.mypriceindia.com//79//camera resolution,www.mypriceindia.com//172//camera resolution,14.1 mp,12.1 mp,1
image_resolution,image_resolution,www.price-hunt.com//915//optical sensor resolution in megapixel,www.eglobalcentral.co.uk//570//effective pixels,22.30 megapixels,24 megapixels,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//662//effective pixels,www.ebay.com//43731//megapixels,12 megapixels,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//43785//megapixels,www.shopmania.in//1406//resolution,10.2 mp,12.3 mp (more than 65%),1
image_resolution,image_resolution,cammarkt.com//83//image resolutions,www.eglobalcentral.co.uk//131//effective pixels,2304 x 1536,approx. 24.16 megapixels,1
image_resolution,image_resolution,www.mypriceindia.com//191//camera resolution,www.ebay.com//56782//megapixels,19 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//46788//megapixels,www.buzzillions.com//2296//megapixels,36.3 mp,12.1,1
image_resolution,image_resolution,www.ebay.com//45656//megapixels,www.pcconnection.com//12196//megapixels,12.1 mp,10.1 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//55228//megapixels,www.ebay.com//54815//megapixels,16.0 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//46759//megapixels,www.pcconnection.com//12386//megapixels,16.3 mp,18 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//60867//megapixels,www.ebay.com//45550//megapixels,24.3 mp,24.6 mp,1
image_resolution,image_resolution,www.ebay.com//24040//megapixels,www.buzzillions.com//2296//pixel count,14.0 mp,12 megapixel,1
image_resolution,image_resolution,www.ebay.com//43933//megapixels,www.shopmania.in//1547//image resolutions,14.2 mp,480x480 / 640x480 / 1536x1536 / 1600x1200 / 1920x1080 / 1920x1920 / 2048x1360 / 2048x1536 / 2112x1408 / 2208x1248 / 2304x2304 / 2560x1920 / 2656x1768 / 2736x2736 / 2784x1568 / 3072x2304 / 3168x2112 / 3328x1872 / 3648x2736 / 3776x2520 / 3968x2232,1
image_resolution,image_resolution,www.priceme.co.nz//2093//max image resolution,www.ebay.com//43031//megapixels,5456x3632,18.0 mp,1
image_resolution,image_resolution,buy.net//6408//total pixels,www.ebay.com//25180//megapixels,20400000 pixels,12.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//1691//max image resolution,www.ebay.com//54693//megapixels,5760x3840,14.2 mp,1
image_resolution,image_resolution,www.shopmania.in//859//resolution,www.wexphotographic.com//192//megapixels,14 mp (more than 67%),16,1
image_resolution,image_resolution,buy.net//5381//total pixels,www.mypriceindia.com//178//camera resolution,15100000,17.0 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//332//effective pixels,www.ebay.com//47925//megapixels,24 megapixels,14.0 mp,1
image_resolution,image_resolution,www.ebay.com//48422//megapixels,www.ebay.com//53123//megapixels,16.2 mp,12.1,1
image_resolution,image_resolution,www.ebay.com//43721//megapixels,www.ebay.com//55452//megapixels,24.3 mp,20.1 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2103//max image resolution,www.ebay.com//47484//megapixels,4608x3456,20.1 mp,1
image_resolution,image_resolution,www.camerafarm.com.au//740//effective pixels,www.price-hunt.com//942//optical sensor resolution in megapixel,14.2 million,18 megapixels,1
image_resolution,image_resolution,buy.net//6179//effective megapixels,www.ebay.com//47733//megapixels,16300000 pixels,36.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//1802//max image resolution,www.ebay.com//44496//megapixels,6000x4000,14.2 mp,1
image_resolution,image_resolution,www.pcconnection.com//12440//megapixels,www.cambuy.com.au//105//number of effective pixels,18.2 megapixel(s),12.2 million,1
image_resolution,image_resolution,www.ebay.com//42294//megapixels,www.ilgs.net//98//still image resolutions,16.3 mp,"4000 x 3000
4000 x 2664
4000 x 2248
2992 x 2992
2816 x 2112
2816 x 1864
2816 x 1584
2112 x 2112
2048 x 1536
2048 x 1360
1920 x 1080
1536 x 1536",1
image_resolution,image_resolution,www.eglobalcentral.co.uk//732//total pixels,www.eglobalcentral.co.uk//471//total pixels,25 megapixels,19 megapixels,1
image_resolution,image_resolution,buy.net//5413//total pixels,www.ebay.com//41946//megapixels,18900000,24.2 mp,1
image_resolution,image_resolution,buy.net//6324//effective megapixels,www.ebay.com//25010//megapixels,24200000 pixels,14.2 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//576//total pixels,www.ebay.com//43259//megapixels,24 megapixels,14.2 mp,1
image_resolution,image_resolution,buy.net//4319//total pixels,www.eglobalcentral.co.uk//155//total pixels,24.78 megapixel,approx. 12.8 megapixels,1
image_resolution,image_resolution,www.ebay.com//52889//megapixels,www.wexphotographic.com//152//megapixels,12.3 mp,12.8,1
image_resolution,image_resolution,cammarkt.com//78//resolution,www.ebay.com//53249//megapixels,19 megapixel,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//47834//megapixels,www.price-hunt.com//9873//other resolution,18.0 mp,"4288 x 3216 (4:3), 1920 x 1080 (16:9), 3072 x 2304 (4:3), 2048 x 1536 (4:3), 4288 x 2864 (3:2), 4288 x 2416 (16:9), 3072 x 1728 (16:9)",1
image_resolution,image_resolution,www.ebay.com//42517//megapixels,www.buzzillions.com//2315//megapixels,14.2 mp,16 megapixels,1
image_resolution,image_resolution,cammarkt.com//110//megapixels,www.ebay.com//42714//megapixels,3.2 mp,16.0 mp,1
image_resolution,image_resolution,www.gosale.com//440//megapixel range,www.pcconnection.com//12432//megapixels,6.0 megapixels +,24.3 megapixel(s),1
image_resolution,image_resolution,buy.net//6207//total pixels,www.ebay.com//55014//megapixels,24.7 megapixel,36.3 mp,1
image_resolution,image_resolution,www.ebay.com//43790//megapixels,www.ilgs.net//43//still image resolutions,22.3 mp,"4608 x 3456, 3264 x 2448, 2048 x 1536, 640 x 480, 4608 x 2592, 3264 x 1832, 1920 x 1080, 640 x 360, 4608 x 3072, 3264 x 2176, 2048 x 1368, 640 x 424, 3456 x 3456, 2448 x 2448, 1536 x 1536, 480 x 480",1
image_resolution,image_resolution,www.ebay.com//46963//megapixels,www.shopmania.in//1721//image resolutions,24.2 mp,2992x2000 / 4496x3000 / 6000x4000,1
image_resolution,image_resolution,www.ebay.com//52957//megapixels,www.ebay.com//52959//megapixels,24.3 mp,24.2 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2//max image resolution,www.ebay.com//46594//megapixels,5184x3456,18.0 mp,1
image_resolution,image_resolution,www.ebay.com//48597//megapixels,www.ebay.com//44229//megapixels,36.3 mp,16.0,1
image_resolution,image_resolution,www.ebay.com//45908//megapixels,www.ebay.com//54829//megapixels,18.2 mp,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//46357//megapixels,www.ebay.com//60484//megapixels,14.3 mp,24.2 mp,1
image_resolution,image_resolution,www.pricedekho.com//1133//other resolution,www.ebay.com//60432//megapixels,na,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//24038//megapixels,www.ebay.com//59143//megapixels,16.2 mp,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//44608//megapixels,www.ebay.com//48328//megapixels,5.0 mp,22.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//1869//max image resolution,www.shopbot.com.au//331//sensor resolution,4608x3072,"12,3 mpx",1
image_resolution,image_resolution,cammarkt.com//83//image resolutions,www.shopmania.in//1383//image resolutions,2304 x 1536,2272x1704 / 3456x3456 / 4608x3456,1
image_resolution,image_resolution,www.mypriceindia.com//191//camera resolution,www.ebay.com//44470//megapixels,19 mp,16.2mp,1
image_resolution,image_resolution,www.priceme.co.nz//1699//max image resolution,www.ebay.com//43598//megapixels,3872x2592,14.0 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2276//max image resolution,www.ebay.com//58731//megapixels,4896x3264,12.1 mp,1
image_resolution,image_resolution,cammarkt.com//484//image resolutions,www.ebay.com//55173//megapixels,1920 x 1080,24.2,1
image_resolution,image_resolution,www.ilgs.net//7//still image resolutions,www.eglobalcentral.co.uk//46//max resolution,"4608 x 3456, 3264 x 2448, 2048 x 1536, 640 x 480, 4608 x 2592, 3264 x 1832, 1920 x 1080, 640 x 360, 4608 x 3072, 3264 x 2176, 2048 x 1368, 640 x 424, 3456 x 3456, 2448 x 2448, 1536 x 1536, 480 x 480",6000 x 4000,1
image_resolution,image_resolution,www.ebay.com//59381//megapixels,www.ebay.com//57890//megapixels,24.2 mp,18.2 mp,1
image_resolution,image_resolution,www.ebay.com//58635//megapixels,www.shopbot.com.au//222//sensor resolution,18.0 mp,"12,1 mpx",1
image_resolution,image_resolution,www.garricks.com.au//49//resolution,www.gosale.com//1182//megapixels,22.3mp,18 mp,1
image_resolution,image_resolution,www.ebay.com//24638//megapixels,www.shopmania.in//1300//image resolutions,16.2 mp,640x480 / 1920x1080 / 2304x1536 / 3456x2304 / 4608x3072,1
image_resolution,image_resolution,www.ebay.com//53667//megapixels,www.shopmania.in//1114//image resolutions,14.2 mp,1392x920 / 1776x1184 / 1776x1416 / 2080x1384 / 2128x1416 / 2656x1776 / 2784x1848 / 3184x2120 / 3184x2128 / 3552x2368 / 3552x2832 / 4256x2832,1
image_resolution,image_resolution,www.priceme.co.nz//2011//max image resolution,www.ebay.com//59938//megapixels,4608x3456,12.1 mp,1
image_resolution,image_resolution,www.ebay.com//47038//megapixels,www.wexphotographic.com//603//resolution,18.0 mp,4608 x 3456,1
image_resolution,image_resolution,www.mypriceindia.com//732//camera resolution,www.shopmania.in//1226//image resolutions,15 mp,640x480 / 1920x1080 / 2592x1944 / 3648x2736 / 4896x2752 / 4896x3672,1
image_resolution,image_resolution,www.ebay.com//47853//megapixels,www.shopbot.com.au//248//sensor resolution,24.3 mp,"22,3 mpx",1
image_resolution,image_resolution,www.priceme.co.nz//2283//max image resolution,www.shopmania.in//858//image resolutions,4608x3456,480x480 / 640x360 / 640x424 / 640x480 / 1200x1200 / 1600x1064 / 1600x1200 / 1920x1080 / 2112x2112 / 2816x1584 / 2816x1880 / 2816x2112 / 2992x2992 / 3456x2592 / 4000x2248 / 4000x2664 / 4000x3000,1
image_resolution,image_resolution,www.priceme.co.nz//84//max image resolution,www.eglobalcentral.co.uk//264//max resolution,6000x4000,4000 x 3000,1
image_resolution,image_resolution,www.ebay.com//46187//megapixels,www.shopmania.in//1311//resolution,16.3 mp,18 mp (more than 90%),1
image_resolution,image_resolution,buy.net//5641//effective megapixels,www.henrys.com//46//effective pixels,16.2 megapixel,16.0mp,1
image_resolution,image_resolution,www.camerafarm.com.au//819//total pixels,www.ebay.com//55918//megapixels,12 million,8.0 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//474//total pixels,www.eglobalcentral.co.uk//155//total pixels,24 megapixels,approx. 12.8 megapixels,1
image_resolution,image_resolution,www.ebay.com//52699//megapixels,www.buzzillions.com//2163//resolution,24,12.3megapixel,1
image_resolution,image_resolution,www.priceme.co.nz//1727//max image resolution,www.priceme.co.nz//2276//max image resolution,6000x4000,4896x3264,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//534//total pixels,www.walmart.com//675//resolution megapixels,24 megapixels,16.1 mp,1
image_resolution,image_resolution,buy.net//6324//total pixels,www.mypriceindia.com//756//max resolution,24780000 pixels,4608 x 3456 pixels,1
image_resolution,image_resolution,www.ebay.com//42462//megapixels,www.buzzillions.com//2027//megapixels,12.3 mp,16,1
image_resolution,image_resolution,www.ebay.com//53399//megapixels,www.cambuy.com.au//143//image size pixels,10.1 mp,"fx (36x24) image area 6,016 x 4,016 (l), 4,512 x 3,008 (m), 3,008 x 2,008 (s) dx (24x16) image area 3,936 x 2,624 (l), 2,944 x 1,968 (m), 1,968 x 1,312 (s) fx-format photographs taken in movie live view 6,016 x 3,376 (l), 4,512 x 2,528 (m), 3,008 x 1,688 (s) dx-format photographs in movie live view 3,936 x 2,224 (l), 2,944 x 1,664 (m), 1,968 x 1,112 (s)",1
image_resolution,image_resolution,www.ebay.com//58588//megapixels,www.shopmania.in//1721//image resolutions,16.2 mp,2992x2000 / 4496x3000 / 6000x4000,1
image_resolution,image_resolution,buy.net//6478//total pixels,cammarkt.com//4//camera resolution,16760000 pixels,"24.7 megapixel
the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels â and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.",1
image_resolution,image_resolution,www.ebay.com//56696//megapixels,www.ebay.com//58910//megapixels,16.0 mp,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//42712//megapixels,www.wexphotographic.com//614//megapixels,14.2 mp,12.8,1
image_resolution,image_resolution,www.ebay.com//54693//megapixels,www.ebay.com//42517//megapixels,14.2 mp,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//47452//megapixels,www.buzzillions.com//2630//megapixels,24.2 mp,14 megapixels,1
image_resolution,image_resolution,www.priceme.co.nz//2232//max image resolution,www.pcconnection.com//12437//megapixels,4896x3264,18.2 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//56926//megapixels,www.mypriceindia.com//756//max resolution,14.0 mp,4608 x 3456 pixels,1
image_resolution,image_resolution,www.ebay.com//56499//megapixels,www.ebay.com//56741//megapixels,14.2 mp,16.1 mp,1
image_resolution,image_resolution,www.pricedekho.com//1233//other resolution,www.mypriceindia.com//63//camera resolution,na,37 mp,1
image_resolution,image_resolution,www.ebay.com//43191//megapixels,www.ebay.com//46759//megapixels,36.3 mp,16.3 mp,1
image_resolution,image_resolution,www.ukdigitalcameras.co.uk//250//camera resolution,www.buzzillions.com//2750//megapixels,12.8 megapixels,10.0,1
image_resolution,image_resolution,www.shopmania.in//1066//image resolutions,www.buzzillions.com//2027//megapixels,640x480 / 1920x1080 / 2464x1632 / 3264x2448 / 3696x2448 / 4000x2248 / 4928x3264,16,1
image_resolution,image_resolution,www.mypriceindia.com//48//camera resolution,www.eglobalcentral.co.uk//131//effective pixels,16.3 mp,approx. 24.16 megapixels,1
image_resolution,image_resolution,www.ebay.com//54577//megapixels,www.garricks.com.au//49//resolution,8.0 mp,22.3mp,1
image_resolution,image_resolution,www.priceme.co.nz//2186//max image resolution,www.ebay.com//48179//megapixels,5456x3632,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//45804//megapixels,www.buzzillions.com//1864//megapixels,12.1 mp,16,1
image_resolution,image_resolution,www.pricedekho.com//983//optical sensor resolution in megapixel,www.ebay.com//46151//megapixels,,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//44904//megapixels,www.ebay.com//44472//megapixels,14.2 mp,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//47338//megapixels,www.ebay.com//53123//megapixels,20.1 mp,12.1,1
image_resolution,image_resolution,www.shopmania.in//1721//image resolutions,www.eglobalcentral.co.uk//537//max resolution,2992x2000 / 4496x3000 / 6000x4000,4928 x 3264,1
image_resolution,image_resolution,www.ebay.com//43801//megapixels,www.ebay.com//57076//megapixels,18.2 mp,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//55455//megapixels,www.ebay.com//44230//megapixels,12.1 mp,18.0 mp,1
image_resolution,image_resolution,www.price-hunt.com//9788//optical sensor resolution in megapixel,www.eglobalcentral.co.uk//681//max resolution,18.0 megapixels,5184 x 3456,1
image_resolution,image_resolution,www.garricks.com.au//71//resolution,www.wexphotographic.com//213//resolution,16.1mp,4608 x 2592,1
image_resolution,image_resolution,www.ebay.com//44457//megapixels,www.ebay.com//25119//megapixels,16.2 mp,18.0 mp,1
image_resolution,image_resolution,www.ilgs.net//142//megapixel,www.cambuy.com.au//54//total pixels,approx. 18.2 mp,24.78 million,1
image_resolution,image_resolution,www.mypriceindia.com//585//camera resolution,www.ukdigitalcameras.co.uk//291//camera resolution,25.0 mp,16 megapixels,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//608//effective pixels,www.ebay.com//53059//megapixels,18 megapixels,36.3 mp,1
image_resolution,image_resolution,www.ebay.com//24861//megapixels,www.ebay.com//44087//megapixels,18.0 mp,3.0 mp,1
image_resolution,image_resolution,www.ebay.com//56311//megapixels,www.ebay.com//42462//megapixels,16.0 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//56023//megapixels,www.buzzillions.com//2206//camera pixel count,14.0 mp,12 megapixel,1
image_resolution,image_resolution,www.ebay.com//56618//megapixels,www.ebay.com//44418//megapixels,24.2 mp,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//42414//megapixels,www.ebay.com//54083//megapixels,24.3 mp,14.2mp,1
image_resolution,image_resolution,www.mypriceindia.com//771//camera resolution,www.ebay.com//48282//megapixels,16 mp,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//43922//megapixels,www.cambuy.com.au//144//number of effective pixels,24.2 mp,16.1 million,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//136//total pixels,www.eglobalcentral.co.uk//192//effective pixels,25 megapixels,approx. 24.16 megapixels,1
image_resolution,image_resolution,www.ebay.com//47590//megapixels,www.ebay.com//53140//megapixels,12.3 mp,22.3 mp,1
image_resolution,image_resolution,www.pricedekho.com//1038//pixels,www.ebay.com//25123//megapixels,"optical sensor resolution (in megapixel)
16 mp",18mp â 24mp,1
image_resolution,image_resolution,www.mypriceindia.com//718//camera resolution,www.ebay.com//58855//megapixels,16.2 mp,36.3 mp,1
image_resolution,image_resolution,www.ebay.com//44383//megapixels,www.ebay.com//42547//megapixels,16.0 mp,14.2 mp,1
image_resolution,image_resolution,cammarkt.com//81//megapixels,www.priceme.co.nz//62//max image resolution,"24.2 mp
the optical zoom ratio of a digital camera measures how much the lens can actually zoom in to make subjects appear closer. be careful to not confuse optical zoom with digital zoom. optical zoom actually enlarges a picture while keeping the resolution and sharpness of the picture high.",4608x3456,1
image_resolution,image_resolution,www.ebay.com//47799//megapixels,www.ebay.com//45303//megapixels,24.3 mp,12.1 mp,1
image_resolution,image_resolution,www.ebay.com//52948//megapixels,www.ebay.com//43226//megapixels,18.2 mp,12.1 mp,1
image_resolution,image_resolution,www.ebay.com//45536//megapixels,www.wexphotographic.com//601//megapixels,10.2 mp,16.4,1
image_resolution,image_resolution,www.ebay.com//43191//megapixels,www.ebay.com//55734//megapixels,36.3 mp,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//24072//megapixels,www.ebay.com//56180//megapixels,16.0 mp,10.1 mp,1
image_resolution,image_resolution,www.ebay.com//54875//megapixels,www.ebay.com//60530//megapixels,16.1 mp,10.1 mp,1
image_resolution,image_resolution,www.priceme.co.nz//1692//max image resolution,www.ebay.com//47393//megapixels,4000x3000,1500,1
image_resolution,image_resolution,www.ebay.com//58373//megapixels,www.buzzillions.com//2296//resolution,24.2 mp,12.3megapixel,1
image_resolution,image_resolution,www.priceme.co.nz//2018//max image resolution,www.garricks.com.au//61//resolution,6000x4000,36.3mp,1
image_resolution,image_resolution,www.shopbot.com.au//419//sensor resolution,www.gosale.com//985//megapixels,"24,2 mpx",14.2 mp,1
image_resolution,image_resolution,www.priceme.co.nz//39//max image resolution,www.ebay.com//42477//megapixels,6000x4000,16.3 mp,1
image_resolution,image_resolution,www.shopmania.in//1687//image resolutions,www.ukdigitalcameras.co.uk//228//camera resolution,4160x3120,16.1 megapixels,1
image_resolution,image_resolution,www.mypriceindia.com//19//camera resolution,www.ebay.com//43785//megapixels,25 mp,10.2 mp,1
image_resolution,image_resolution,www.ebay.com//24514//megapixels,www.buzzillions.com//649//effective megapixel count,24.2 mp,22.3,1
image_resolution,image_resolution,www.camerafarm.com.au//832//total pixels,www.shopmania.in//1677//image resolutions,12 million,3008x2000 / 4512x3000,1
image_resolution,image_resolution,www.ebay.com//42555//megapixels,www.wexphotographic.com//208//megapixels,14.2 mp,16,1
image_resolution,image_resolution,www.price-hunt.com//9570//optical sensor resolution in megapixel,www.ebay.com//52732//megapixels,20.1 megapixels,7.1 mp,1
image_resolution,image_resolution,www.ebay.com//48179//megapixels,www.ebay.com//44934//megapixels,14.2 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//23959//megapixels,www.shopmania.in//1138//resolution,16.1 mp,24 mp (more than 97%),1
image_resolution,image_resolution,buy.net//6447//effective megapixels,www.ebay.com//47043//megapixels,24300000 pixels,24.2 mp,1
image_resolution,image_resolution,www.shopmania.in//1430//resolution,www.shopmania.in//1383//image resolutions,14.2 mp (more than 75%),2272x1704 / 3456x3456 / 4608x3456,1
image_resolution,image_resolution,www.pricedekho.com//988//optical sensor resolution in megapixel,www.ebay.com//53715//megapixels,,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//59643//megapixels,www.ebay.com//43019//megapixels,12.3 mp,24.2 mp,1
image_resolution,image_resolution,buy.net//6502//total pixels,www.ebay.com//24451//megapixels,23400000 pixels,16.3 mp,1
image_resolution,image_resolution,www.ebay.com//47952//megapixels,www.ebay.com//24147//megapixels,18.0 mp,16.0 mp,1
image_resolution,image_resolution,www.ebay.com//47379//megapixels,www.buzzillions.com//2005//effective megapixel count,10.0 mp,16.2,1
image_resolution,image_resolution,www.ebay.com//24237//megapixels,www.wexphotographic.com//571//megapixels,18.0 mp,16.2,1
image_resolution,image_resolution,www.ebay.com//43571//megapixels,www.pcconnection.com//12386//megapixels,24.2 mp,18 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//45536//megapixels,www.eglobalcentral.co.uk//535//max resolution,10.2 mp,5760 x 3840,1
image_resolution,image_resolution,www.priceme.co.nz//1746//max image resolution,www.mypriceindia.com//142//max resolution,4288x2848,5120 x 2880 pixels,1
image_resolution,image_resolution,www.ebay.com//42086//megapixels,www.ilgs.net//7//maximum image resolution,22.3 mp,4608 x 3456 pixels,1
image_resolution,image_resolution,buy.net//5641//total pixels,www.ebay.com//57981//megapixels,16600000,13.2 mp,1
image_resolution,image_resolution,www.ebay.com//47994//megapixels,www.buzzillions.com//1820//effective megapixel count,22.3 mp,14.2,1
image_resolution,image_resolution,www.ebay.com//53829//megapixels,www.ebay.com//47384//megapixels,13.2 mp,12.2 mp,1
image_resolution,image_resolution,www.ebay.com//59563//megapixels,www.buzzillions.com//2719//resolution,24.3 mp,21.1megapixel,1
image_resolution,image_resolution,www.mypriceindia.com//723//max resolution,www.eglobalcentral.co.uk//744//max resolution,4608 x 3456 pixels,6000 x 4000,1
image_resolution,image_resolution,www.priceme.co.nz//2317//max image resolution,www.ebay.com//54543//megapixels,4608x3072,36.3 mp,1
image_resolution,image_resolution,www.shopmania.in//1727//image resolutions,www.pcconnection.com//4405//megapixels,480x480 / 640x360 / 640x424 / 640x480 / 1920x1080 / 2048x1368 / 2048x1536 / 2448x2448 / 3264x1832 / 3264x2176 / 3456x3456,14.2 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//57039//megapixels,www.mypriceindia.com//16//max resolution,12.1 mp,6000 x 4000 pixels,1
image_resolution,image_resolution,www.mypriceindia.com//46//camera resolution,www.ebay.com//42161//megapixels,16 mp,18.0 mp,1
image_resolution,image_resolution,buy.net//5803//effective megapixels,www.ebay.com//53943//megapixels,14.2 megapixel,3.2 mp,1
image_resolution,image_resolution,www.pricedekho.com//1094//other resolution,www.ebay.com//47958//megapixels,na,16.1 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//191//total pixels,www.eglobalcentral.co.uk//219//max resolution,approx. 19 megapixels,5184 x 3456,1
image_resolution,image_resolution,www.priceme.co.nz//1934//max image resolution,www.ebay.com//54543//megapixels,5184x3456,36.3 mp,1
image_resolution,image_resolution,cammarkt.com//325//image resolutions,www.ebay.com//43371//megapixels,2464 x 1632,10.0 mp,1
image_resolution,image_resolution,www.ebay.com//24979//megapixels,www.henrys.com//24//effective pixels,16.0 mp,16.0mp,1
image_resolution,image_resolution,www.ebay.com//54686//megapixels,www.ebay.com//54907//megapixels,24.2 mp,24.2 mp,1
image_resolution,image_resolution,buy.net//6425//total pixels,www.priceme.co.nz//2278//max image resolution,24700000 pixels,5184x3456,1
image_resolution,image_resolution,www.priceme.co.nz//2220//max image resolution,www.eglobalcentral.co.uk//287//effective pixels,6000x4000,approx. 24.26 megapixels,1
image_resolution,image_resolution,www.ebay.com//45184//megapixels,www.eglobalcentral.co.uk//332//max resolution,36.3 mp,6000 x 4000,1
image_resolution,image_resolution,www.ebay.com//56420//megapixels,www.ebay.com//47448//megapixels,24.2,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//42110//megapixels,www.ebay.com//55207//megapixels,5.0 mp,20.1 mp,1
image_resolution,image_resolution,www.ebay.com//53206//megapixels,www.ebay.com//44662//megapixels,12.1 mp,14.0 mp,1
image_resolution,image_resolution,www.ebay.com//45726//megapixels,www.cambuy.com.au//152//image size pixels,1.6 mp,16m [4608 x 3456] 8m [3264 x 2448] 4m [2272 x 1704] 2m [1600 x 1200] vga [640 x 480] 16:9 12m [4608 x 2592] 1:1 [3456 x 3456],1
image_resolution,image_resolution,www.ebay.com//43224//megapixels,www.eglobalcentral.co.uk//63//max resolution,22.3 mp,6000 x 4000,1
image_resolution,image_resolution,www.ebay.com//44667//megapixels,www.mypriceindia.com//697//max resolution,12.3 mp,5184 x 3456 pixels,1
